0	-6.65524772234596
1	-23.9745711031005
2	16.3956583990560
3	19.3060765122155
4	49.2802340259703
5	20.4215731157476
6	34.4407033514558
7	29.0771996490452
8	62.6917781375622
9	57.2638499605826
10	32.2663290262126
11	38.1083422908795
12	82.4857784216052
13	35.0131932567522
14	65.4498117932010
15	25.0411304675235
16	30.9513495170878
17	74.5695675631681
18	72.2076286012267
19	85.4523067605048
20	46.1702153128795
21	90.4497354573265
22	72.2981418625239
23	69.8131477879043
24	116.228636732302
25	112.926112312626
26	23.7230424425846
27	91.9122282403667
28	64.7439613441522
29	81.5112240246601
30	76.1437851689943
31	135.611934073060
32	129.026753302686
33	114.882013561633
34	121.585440387875
35	118.454083477195
36	127.099599754827
37	119.282239489043
38	111.537402617514
39	131.693145755689
40	114.252522045685
41	115.140743847131
42	121.256536441724
43	128.796745696063
44	134.200731860599
45	200.294890375078
46	109.418923558330
47	116.206234836323
48	152.151466135330
49	147.734713067553
50	133.746234367496
51	163.174678144957
52	176.824772832055
53	132.156961337272
54	153.803323755541
55	134.802339220471
56	172.089442177068
57	177.094982512633
58	193.064367838338
59	151.840809619139
60	189.437309462008
61	181.417293610259
62	222.798841505305
63	198.668684333215
64	180.570394955418
65	191.276693933730
66	186.594489940988
67	238.975531802942
68	193.222507800878
69	168.829113818497
70	206.968924451000
71	243.587585256946
72	234.582277022208
73	225.102109144273
74	268.635137729065
75	212.307213065868
76	236.475907693832
77	211.204162113052
78	216.302086668308
79	230.391506498283
80	258.190427277157
81	296.353168604513
82	267.973543675752
83	224.223063485759
84	248.871112767620
85	243.138922377496
86	252.676422532071
87	292.505799527981
88	275.434876613294
89	293.789358940885
90	287.086297111199
91	255.177846952246
92	301.270451315509
93	247.240291637599
94	303.994736912128
95	301.990935536057
96	317.510721968408
97	257.506454415044
98	290.909097659312
99	299.447826679921
100	304.508785984278
101	326.908915121325
102	325.517355190469
103	327.300394252153
104	318.463259726341
105	358.900260013884
106	311.872563983783
107	325.528695850684
108	311.582694279554
109	327.461797255511
110	350.139694072816
111	304.316454272200
112	342.773264902395
113	322.629540572502
114	363.709613030369
115	297.865444153757
116	301.111894638021
117	393.607338198849
118	352.264498451110
119	309.793297204835
120	319.846562434365
121	362.826957781655
122	375.684652276780
123	379.438640322855
124	400.674793999863
125	385.323537988626
126	378.162908717357
127	409.193920824261
128	437.471572169770
129	389.667333756299
130	385.986892820605
131	420.961879596256
132	385.319367656560
133	363.923007408985
134	401.337802191832
135	413.131598413947
136	413.644825808903
137	385.047864614374
138	401.076471468297
139	402.012796188520
140	445.876361230460
141	421.729986453577
142	444.235104446765
143	445.962875960718
144	429.187486110279
145	387.480026621203
146	449.073456754450
147	460.598739974670
148	427.185076375810
149	448.577063235199
150	440.958395455689
151	497.533370010420
152	457.235769491632
153	466.097943877386
154	437.804744303368
155	448.615741011500
156	436.085935060080
157	491.214639459794
158	491.179671355478
159	458.292865377375
160	554.191107195592
161	507.978385227358
162	498.144725956053
163	538.904597292236
164	432.607810575196
165	494.723414740059
166	499.382998842415
167	507.998401145327
168	480.042133420312
169	522.234170856288
170	456.572030057194
171	517.685409614457
172	528.972735338342
173	519.975164814721
174	533.107729412767
175	507.907559459739
176	543.738101297483
177	523.634059486060
178	494.521026407960
179	531.244284980598
180	526.501424199854
181	519.385220354876
182	560.624962763951
183	552.011827834686
184	547.631744245137
185	543.306602036715
186	601.914848743229
187	592.325071925336
188	561.273467149120
189	571.164316078279
190	609.814002532107
191	619.831768004518
192	605.565513605367
193	572.853813610961
194	569.429626979599
195	605.789680916464
196	568.406642058443
197	566.228110501296
198	587.119080032946
199	622.896989297193
200	605.982041301448
